gt_text,pred_text
千九百五十何年だと思いました,1950何年だと思いました
みなさんご存じだと思います,皆さんご存じたと思います
まあ寝ないようにねして頂いて欲しいなと思います,寝ないようにしていただいてほしいなと思います
アメリカンフットボールってものをやってたんです,アメリカンフットボールってものをやってたの
大学では怪我もありあの健康のことを学ぶ大学に行きました,大学では怪我もあり健康のことを学ぶ大学に行きました
毎日送っていた訳です,毎日食ってたわけです
最初目的は健康になるとか,最初目的は健康になるとか
どういう風に腕立てやるかとかね,どういう風に打てたてやるかとかね
それがまあ今回のお話のキーである山本さんという方との出会いです,それが今回のお話のキーである山本さんという方との出会いです
鍛えてる人はあの大体分かるんですが,期待という人は大体分かるんですが
だから興味がなかった,だから興味がなかった
君だけの身体とファッションを表現できるんだよということを,君だけの体とファッションを表現できるんだよ
表現できるファッションがあるってことに気づいたってことなんです,表現できるファッションがあるってことに気づいたってことなんですね
新しい分野が開拓された訳です,新しい分野が開拓されたわ
僕は彼に,僕は彼に
僕は今日それをみなさんに伝えたいんです,僕は今日はそれ皆さんに伝えたいんです
一つ目それはあの外見から変えられる自分があるっていうことです,それは外見から変えられる自分がある
で僕があの面白いと思ったのは,僕が面白いと思ったのは
結局頼んでから自分の身体のサイズをえ確かめに行かなければいけない,結局頼んでから自分の体のサイズを確かめに行かなきゃ
でもっと興味を持ってあの持ち始めて,もっと興味が持って持ち始め
もうすげえ時間がかかるんですよ,すげえ時間かかるんですよ
だから僕はまたこう着こなしを覚えて新しいグッズを買ったりもしくは,だから僕はまた着こなしを覚えて新しいグッドを買ったりもしく
ナポリとかの注文をしている人たちも結局三ヶ月半年かけて,ナポリとかの注文をしている人たちも結局3か月半年かけて
その過程を楽しむこだわりというのを,その過程を楽しむこだわりっていうのを
だからですねその先ほど登場した山本さんや,先ほど登場した山本さんや
当然イタリア僕が来月から行くのは,当然イタリア国が来月から行く
だからこだわりたい時にもう物が手に入らなくなってるかも知れない,こだわりたい時にもう物が手に入らなくなっているかもしれない
さっき言ったように最初面倒臭い,最初面倒くさい
どうやったら人に魅力を伝えられるのかな,どうやったら人に魅力を伝えられるのかな
でその友達にじゃ星野さんちょっとぜひ来て下さいと,その友達に星野さんぜひ来てくださいと
これはもうみんな美味しいから当然あの食べるんです,これはもうみんなおいしいから当然やる食べる
いたら教えて欲しいですけど,いたら教えてますけど
でまあこの趣味の延長もあってですねまあふんどし作ってみたんですよ,趣味の延長もあってですねふんどし作ってみたんですよ
これ縄文時代から歴史的にはあるんですけど,これ縄文時代から歴史的にあるんですけど
ミャンマーで工場で依頼して届くはずだったんですけど,ミャンマーで工場で依頼して届くはずだったんです
まあ結果的に今恥ずかしいまあ恥ずかしくはないか,結果的に今恥ずかしい
そんな僕だからこそ言えることは筋肉を変えれば自分が変わってくるし,そんな僕らからこす言えることは筋肉を変えれば自分が変わってくるし
ぜひですねその物にこだわりを持って欲しいというのが,ぜひ物にこだわりを持ってほしいというのを
今日は僕はですねあのどんな話をしようかというとですね,今日は僕はどんな話をしようかというとですね
でこれ僕今研究をしていまして,これ僕今研究をしていまして
今日家に帰ってからあのまああのお父さんお母さんと子供でやることもできますし,今日家に帰ってからお父さんお母さんと子供でやることもできました
未だ来てないというふうに日本語では書きます,まだ来てないっていうふうに日本語では書きます
今の話であったりまあ過去の話であったりするわけです,今の話であったり過去の話であったりするわけです
未来は来るんですね,未来は来るんですね
そういうことが重要だということがこのメッセージに込められているわけです,そういうことが重要だということがこのメッセージに込められているわけです
もうコンピューターはまあ部屋ぐらい大きくてですね,コンピューターは部屋ぐらい大きくてですね
それを実現してきたまああの一人ということになるわけです,それを実現してきた一人ということになるわけです
まあイマイチな方向に行ったりまあそういうことになるわけですね,いまいちな方向に行ったりそういうことになるわけですね
まあそれぞれあの時期によっても違うかもしれません,それぞれ時期によっても違うかもしれません
あるいはまあ自分たちの友達同士グループで作ろう,あるいは自分たちの友達同士グループで作ろう
話が合わなくなってきていやそういうことじゃないだろうとか,話が合わなくなってきてそういうことじゃないだろうと
まあ言葉にするだけですので今日家に帰っても電車でもできますっていう話ですね,言葉にするだけですので今日家に帰っても電車でもできますっていう話です
そういった未来にある先にあるまだ来ていない幸せが,そういった未来にある先にあるまだ来てない幸せ
どういうものなのかっていうののイメージが共有できるようになります,どういうものなのかっていうのののイメージが共有できるようになります
でも言葉というのは何の道具も要らずに話の中で,でも言葉というのは何の道具もいらずに話の中で
幸せの形に名前を付けるということになります,幸せの形に名前をつけるということになります
訊いてみるそういうとこから始まります,聞いてみるそういうところからが始まります
でドライブに出かけているときと,ドライブに出かけている
まあそういう時間が幸せなんだということを改めて訊いてみて知ることができました,そういう時間が幸せなんだということを改めて聞いてみて知ることができました
一緒に何かをするってことはあのすごく幸せだというふうに,一緒に何かをするってことはすごく幸せだというふうに
そうするとこうこれからですね何かをしようか,そうするとこれからですね何かをしようか
おいしいものを食べてるときは幸せだねとか,おいしいものを食べてる時は幸せだねとか
それが同時に起きることもあれば別々の日に起きることもある,それが同時に起きることもあれば別々の日に起きることもある
自分たちで定義をしていくということです,自分たちで定義をしていくということです
でもこれを自分たちで作ったということに価値があります,でもこれを自分たちで作ったということに価値があります
その幸せのかたちに名前をつけれるということが,幸せの形に名前を作れるということが
みんなでですね考えて話し合っていく中で,みんなでですね考えて話し合ってくない
ブラジルというとちょうど地球の反対側ですね,ブラジルというとちょうど地球の反対側ですね
これ自分たちらしさなんですね,これ自分たちらしさなんですね
自分たちが働く会社の環境がどんなふうな環境が良いだろうかってことも,自分たちが働く会社の環境がどんな風な環境が良いだろうかってことも
この右下のオフィスができたんですけども,右下のオフィスができたんです
でその他ですねあのフューチャーセンターというのが最近色々な所にあるんですけれども,その他ですねフューチャーセンターっていうのが最近いろいろんなところにあるんですけれども
それぞれですね農業も六十個ぐらい新しい造語が言葉ができて,それぞれ農業も60個ぐらい新しい造語が
これは九月にアメリカでやったものですが,これは9月にアメリカでやったものです
右下にいる彼がかっこよくてですね,右下にいる彼がかっこよくてですね
あるいはかん考える時間てのがなかなか無くて,考える時間っていうのがなかなかなかなくて
なのでそこをまあ話す時間を作りそれを言葉にしていくと,なのでそこを話す時間を作りそれを言葉にしていくと
そうするとその言葉を使って未来のイメージを形作っていくことができると,そうするとその言葉を使って未来のイメージを形作っていくことができると
難しい専門用語はな何もありません,難しい専門用語は何もありません
いつでもしゃべることができる使うことができる,いつでもしゃべることができる使うことができる
子供たちがこう学んでいろんなことを面白いことをやってるんですね,子どもたちが学んでいろんなこと面白いことやってるんです
これはあのいろんなアイデアを出していくときになんか話がねじれて,これはいろんなアイデアを出していく時に何か話がねじれて
またまあ大人になったらもうちょっと違う表現に変わってくるかもしれませんが,また大人になったらもうちょっと違う表現に変わってくるかもしれません
実は変っていうのは単に普通じゃないだけじゃなくて,実は変っていうのは単に普通じゃないだけじゃなくて
むしろ僕たちは大切にしてるんだってことをまあ表現したわけです,むしろ僕たちは大切にしてるんだということを表現したわけです
今日ぜひですねあの家に帰る途中でも帰ってからでもいいんですけれども,今日ぜひ家に帰る途中でも帰ってからでもいいんですけれども
それを言葉にするということです,それを言葉にするということです
あんまり言葉がないんですね,あんまり言葉がないんですね
以上ですどうもありがとうございました,以上ですどうもありがとうございました
水を漏らさなくします,水を漏らさなくします
それは職人たちの,それは職人たちの
私が三代目になります,私が3代目になります
の繰り返し,の繰り返し
と叱られる,と叱られる
理屈は要らん,理屈はいらん
ここの京都でも,ここの京都でも
一か月に数百個も桶を作ったと言います,1か月に数百個もオケを作ったといいます
手でこなして体で覚えていったことを,手でこなして体で覚えていったことを
これは到底追いつける量ではありません,これは到底追いつける量ではありません
それで出した答えが,それで出した答えが
ようやく完成しました,ようやく完成しました
桶を作ることができます,動きを作ることができます
丸いものから楕円形になることによって,丸いものから楕円形になることによって
職人の経験や勘というもので,職人の経験や勘というもので
形にならないんではないかという風に感じるようになりました,形にならないのではないかというふうに感じるようになりました
アーチ構造に正確に沿うように,アーチ構造に正確に添うように
父や祖父が体で覚えた分量を,父や祖父が体で覚えた分量を
これができるようになると,これができるようになると
五角形の桶なども作るようなことができるようになりました,五角形の奥なども作るようなことができるようになりました
日本から海外へと,日本から海外へと
手から手へ語ってきたことを,手から手語ってきたことを
残念ながらこの写真ではないんですが,残念ながらこの写真ではないんですが
長く生き続けます,長く生き続けます
ということを知ることができます,ということを知ることができます
それは人が言語を持つ前から持っていた,それは人が言語を持つ前から持っていた
だから私はものを作ります,だから私は物を作ります
あるいは言葉に置き換え,あるいは言葉に置き換え
えー私のアイデアはことばの力というものです,私のアイデアは言葉の力というものです
至る所にことばがあります,至る所に言葉があります
そのようにこの世界にはことばがあふれていて,そのようにこの世界には言葉があふれていて
意味ばかりを気にして生活しているんです,委員ばかりを気にして生活しているんです
紙とペンをお持ちの方どうぞ出していただいて,紙とペンをお持ちの方どうぞ出してください
形が面白いことばその一しりでした,形が面白い言葉はその一知りでした
しりときましたからつぎはおっぱいでいきましょうか,しりときましたから次はおっぱいでいきましょうか
まず一つ目いきますよおです,まず1つ目いきますよ
一点にぎゅっと凝縮するようなイメージを持ってください,一点にギュッと吸縮するようなイメージを持ってください
ぱで一気に爆発するようなそんなイメージですね,パで一気に爆発するようなそんなイメージですね
ね素晴らしい,素晴らしい
本当にこのようにことばっていうのは,本当にこのように言葉って
電車に乗ってたら中吊り広告とか,電車に乗ってた中釣り口庫
皆さんいいですか,皆さんいいですか
ワード,ワールド
世界はことばであふれています,世界は言葉であふれています
以上で終わりたいと思います,以上で終わりたいと思います
よく同じタイプの人間に思われがちなんですが,よく同じタイプの人間に思われがちなんですが
そんな成功者たちの言葉を体現したような人間で,そんな成功者たちの言葉を体現したような人間で
そう思います,そう思います
そう感じてしまいます,そう感じてしまいます
スキーを経験したこともない夫が,スキーを経験したこともない夫が
最終的に言い争いになるんですよね,最終的に言い合わせになるんですよね
現在の日本の病院では,現在の日本の病院では
結果このプロジェクトでは,結果このプロジェクトでは
情報発信の活動を続けてきました,情報発信の活動を続けてきました
再生医療の研究所にご招待いただいたり,再生医療の研究所にご招待いただいたり
命の次に大切な足,命の次に大切な足
とてもネガティブな考えが頭の中を駆け巡っていました,とてもネガティブな考えが頭の中を駆け巡っていました
夫は前に進む力はあるんですがリスクヘッジが苦手です,夫は前に進む力はあるんですがリスクヘッジが苦手です
海外の友人にヒアリングするなどして,介護の友人にヒアリングするなどして
大学は四年間アメリカに留学,大学は4年間アメリカに留学
さてここからが本題です,さてここからが本題です
まあそれ以外にも,それ以外にも
購入をするモチベーションを作り出したり,購入をするモチベーションを作り出したり
ではおまけをもらいに行くってどういうことでしょうか,ではおまけ重なリンクってどういうことでしょうか
でももしこれで失敗したら,でももしこれで失敗したら
そこで私はこの歩けるという成果以外に得られるもの,そこで私はこの歩けるという成果以外に得られるもの
夫の英語力アップなど,夫の英語力アップなど
留学を決断したときもこのおまけの発想を使いました,留学を決断した時もこのおまけのハスを使いました
ずっとアメリカ留学を夢見てました,ずっとアメリカ留学を夢見てました
なおかつ留学生のスカラーシップ制度が整っていた,なおかつ留学生のスカラシップ制度が整っていた
卒業できんかったらどうしよう,卒業できんかったらどうしよう
小さい町だからこそいろんな人と仲良くなって何かできそうとか,小さい町だからこそいろんな人と仲良くなって何かできそうとか
だけどどどうせやるんやったらおまけもらいに行こうって,だけどどうしてやるんやったらおまけもらいに行こうって
どうしても失うもんばっかりに目行ってしまいます,どうしても失うもんばっかりに目いってしまいます
いかに自分が挑戦しやすくなる環境を自分で作り出せるか,いかに自分が挑戦しやすくなる環境を自分で作り出せるか
だけど毎日何時間もリハビリをして,だけど毎日何時間もイハビリをして
事故後初めて海に入りました,事故後初めて海に入りました
夫はこれからチェアスキーでパラリンピックを目指して,夫はこれからチェアスキーでパラリンピックを目指して
ゴールドコーストマラソンのハーフマラソンに人生初のハーフマラソンに挑戦しました,ゴールドコーストマラソンのハーフマラソンに人生初のハーフマラソンに挑戦しました
その出会いの中から新しい居場所を見つけ,その出会いの中から新しい居場所を見つけ
そしてこんな真逆の性格の私たちでも,そしてこんな真逆の性格の私たちでも
というかやって終わるまでわからないもんだと思います,というかやって終わるまで分からないもんだと思います
この事故があったからこそ今幸せなんやって,この事故があったからこそ今幸せなんや
応援してくれる人の期待を裏切らないように,応援してくれる人の期待をよりやらないように
その学びこそが本当に自分にとってのおまけなんやって思います,その学びこそが本当に自分にとってのおまけなんやって思います
今日うまく自分の思うようにここで話せなかったとしても,今日うまく自分の思うようにここで話せなかったとしても
そう自分の弱さをポジティブに受け止められたこと,そう自分の弱さをポジティブに受け止められたこと
そして最後に事故からこれまで,そして最後に 事故からこれまで
今日はですねちょっとデザインの話をしたいと思います,今日はですねちょっとデザインの話をしたいと思います
今日は私が最近見て一番感動したデザインというのを,今日は私が最近見て一番感動したデザイン
上がつっかえるとえーと入庫できなくて,上が突っかえると入庫できなくて
これは札幌のある立駐なんですけれども,これは札幌のある立中なんですけれども
ボールが先についてるんですけれども,ボールが先についてるんですけれども
よく見てください,よく見てください
愛を感じまして,愛を感じまして
そうです,そうです
そしてその上えー完璧な素材の選択,そしてその上完璧な素材の選択
そのあと二回ぐらい,その後2回ぐらい
それからあデザイン雑貨,それからデザイン雑貨
デザイナーですって言うとみなさん,デザイナーですっていうと
それから,それから
正直言って苦手ですという人たちがたくさんいたりします,正直言って苦手ですという人たちがたくさんいたりします
スーパークリエイティブの,スーパークリエイティブの
えーとデザインはえーと私達の周りに,デザインは私たちの周り
デザインとの距離を縮めてもらえたらなっていうふうに思っています,デザインとの距離を縮めてもらえたらなというふうに思っています
えーと私の両親はデザイン好きの,私の両親はデザイン好きの
えー北欧がにかぶれていて,北欧にかぶれていて
こんな暮らしを,こんなクラスを
まずいきなり,まずいきなり
それから行事,それから行事
その頃えーと世の中では,その頃世の中では
で私もミーハーなので,私もミーハーなので
すごくデコラティブで,すごくデコラティブに
留学することになりました,留学することになりました
全部の留学生を入れても十人もいなかったんじゃないかと思います,全部の留学生を入れても10人もいなかったんじゃないかと思います
デザインっていうものが社会の中でいろんな役割を果たしている,デザインっていうものが社会の中でいろいろな役割を果たしている
影響を受けました,影響を受けました
デザインをしていこうという考え方です,デザインをしていこうという考え方です
私もじゃあ日本に帰ったら,私もじゃあ日本に帰ったら
ちょうど九十二年から九十四年ぐらいの時にいたんですけれども,ちょうど92年から94年ぐらいの時に行ったんですけれども
せっかく張り切って帰ってきたのですがでそこで,せっかく張り切って帰ってきたのですが
分かってもらえる機会が欲しいなというふうにいつも思っていました,分かってもらえる機会が欲しいなというふうにいつも思っていました
いいでしょうか,いいでしょうか
もっとキャッチする感性をみんなで磨こうよということです,もっとキャッチする感性をみんなで磨こうよということです
えーとそれではこの会場を見回してください,それではこの会場を見回してください
いいですか,いいですか
はいありがとうございます,はいありがとうございました
えーとうっかり今回のスピーチを受けてしまったのは,うっかり今回のスピーチを受けてしまったので
小さい声か心の声―ちっちゃい声で言いますかね,小さい声か心の声小さい声で言いますかね
あっすごい,すごい
えーと自然界にあるもの以外は,自然界にあるもの以外は
デザインされてるものですね,デザインされてるものですね
デザインっていうのはそもそもは計画とか,デザインっていうのはそもそも計画とか
そうですね,そうですね
でこれは,これは
デザイン視力が上がってくると思います,デザイン視力が上がってくると思います
例えばそうですね,例えば
えーとそれから身の回りの美しさに気づくことができるようになります,それから身の回りの美しさに気づくことができるようになります
彫刻作品なんです,重複作品なんです
街が美術館のように見えてきませんか,街が美術館のように見えてきませんか?
デザインには作り手はプロフェッショナルだったり,デザインには作り手はプロフェッショナルだったり
未来を,未来を
これは使い勝手が良くなるように考えた,これは使い勝手が良くなるように考えた
様々な課題も見えてくるようになると思います,さまざまな課題も見えてくるようになると思います
これはとても小さな例なんですが,これはとても小さな例なんですが
バターを塗ったあとのナイフ,バターを塗った後のナイフ
そして何となくテーブルもこうにぎやかに楽しくなる,そしてなんとなくテーブルもにぎやかに楽しくなる
いろんな形でデザインと関わることによって,いろんな形でデザインと関わることによって
で社会のいろいろなことっていうのにを良くするために,社会のいろんなことっていうのを良くするために
まずは小さなところから始めてください,まずは小さなところから始めてください
いろんなことが起こります,いろんなことが起こります
元気過ぎて大変だったんですね,元気すぎて大変だったんですね
でも孤児院で,でも個人で
登校拒否にになってたんですけれども,投稿居秘味になってたんですけれども
いろんな起業家を見ていて,いろんな企業家を見ていて
先進国の子どもたちも一緒に勉強したら,先進国の子どもたちも一緒に勉強したら
子どもたちに幸せになってもらうことが一番大切です,子どもたちに幸せになってもらうことが一番大切です
これは友達でも彼女でも,これは友達でも彼女でも
八十歳になっても,80歳になっても
投資家として常々,投資家として常々
作りたいということで僕のところに相談に来ました,ということで僕のところに相談に来ました
アジアで才能があるハングリーな子どもたちに,アジアで才能があるハングリーな子どもたちに
そうしたらその方がずっと,そしたらその方が図
一旦代表になると,一旦代表になると
世界中から先生を連れてきて,世界中から先生を連れてきて
そんな彼女を見ていて,そんな彼女を見ていて
でもりんちゃんを見ていて,でも凛ちゃん見ていて
でも大事なのは,でも大事なのは
モダンアートでクリエイティブな校舎を作るとか,モダンアートでクリエイティブな講者を作って
本当の意味なんじゃないかと思うようになりました,本当の意味なんじゃないかと思うようになりました
自分でも自分がゲイだっていうのを認めることができず,自分でも自分がゲイだっていうのを認めることができず
親に告白することを決めます,親に告白することを決めます
それはボリスという素晴らしい息子がいて,それはボリスという素晴らしい息子がいて
社会の模範のような成功者の人生を歩んでいました,社会の模範のような成功した人生を歩んでいました
お前はゲイだって言ったその彼だったんですね,お前は芸だって言ったらその金だったんですね
自分の強みに変えてみせるというふうに誓ったそうです,自分の強みに変えてみせるっていうふうに誓ったそうです
オランダは世界で初めて同性婚を認める国になります,オランダは世界で初めて同性交を認める国になります
奔走してその活動をしています,奔走してその活動をしています
ボリスは社会の基準に関係なく,ボリスは社会の基準に関係なく
だからこそ一旦カミングアウトすると,だからこそ一旦カミングアウトすると
で傷ついた痛みを本当に知っているからこそ,傷ついた痛みを本当に知ってるからこそ
ここで僕が強調したいのは,ここで僕が強調したいのは
ありのままの自分を表現する人だと思います,ありのままの自分を表現する人だと思います
社会の基準に関係なく自分のやりたいことを見つけ,社会の基準に関係なく自分のやりたいことを見つけ
僕自身はどうかというと,僕自身はどうかというと
ずっと悩んできました,ずっと悩んできました
これまで作った作品としては,これまで作った作品としては
ボリスは自分のメールの最後にいつもこのメッセージをつけています,ボリスは自分のメールの最後にいつもこのメッセージをつけています
いつの間にか段々と,いつの間にかだんだん
そういうふうに考えると,そういうふうに考えると
僕もいい作品を作ろうと思うと,僕もいい作品を作ろうと思うと
一番充実していて成長も感じられる,一番充実していて成長も感じられます
幸せを目指しましょう,幸せよ 水妬しましょう
あなたは今まで学校に通っていましたか,あなたは今まで学校に通っていましたか?
あるという方は手を挙げてください,あるという方は手を挙げてください
どの様なイメージを持っているのかをお聞きします,どのようなイメージを持っているのかをお聞きします
不登校,不登校
その不登校に対するイメージを変えていきたいんです,その不登校に対するイメージを変えていきたいんです
孫の将来を悲観して孫が寝ている間に首を絞めて金槌で殴ったんです,孫の将来を悲観して孫が寝ている間に首を絞めて金獅子で殴ったんです
そのお父さんお母さんおじいちゃんおばあちゃん兄弟,そのお父さんお母さんおじいちゃんおばあちゃん兄弟
なので皆さんの中にも自分の知り合い知り合いが不登校だったという方も,なので皆さんの中にも自分の知り合いが不登校だったという方も
ではなぜ僕がそれをどうしても伝えたいのか,ではなぜ僕がそれをどうしても伝えたいのか
けれど学校を一週間休むと,けれど学校1週間休むと
その頃は毎日インターネットゲームを十二時間十三時間ひたすらやっていました,その頃は毎日インターネットゲームを12時間13時間ひたすらやっていました
周りで誰かが会話をしていると絶対に俺の悪口を言っているんだな,周りで誰かが会話をしていると絶対に俺の悪口を言ってるんだな
僕の両親や先生友達は僕の事を支えようとたくさん声をかけてくれました,僕の両親や先生、友達は僕のことを支えようとたくさん声をかけてくれました
じゃあ僕がこの世からいなくなればいいんじゃないか,じゃあ僕がこの世からいなくなればいいじゃないか
でも不登校になったきっかけは,でも不登校になったきっかけは
誰しもが不登校になり得るんです,誰しもが不登校になり得るんです
そのあなたにとっての大切な人も不登校になり得る可能性が大いにあるんです,そのあなたにとっての大切な人も不登校になり得る可能性が多いにあるんです
じゃあ不登校の輝きって一体どんなものなのか,じゃあ不登校の輝きって一体どんなものなのか
一向に学校に来てくれませんでした,一向に学校に来てくれませんでした
今は大学ではとあるプロジェクトを立ち上げて自分で代表代表をやって,今大学ではとあるプロジェクトを立ち上げて自分で代表をやって
まさに僕の不登校という経験が同じ苦しみを抱える人の支えになったんです,まさに僕の不登校という経験が同じ苦しみを抱える人の支えになったんです
あれだけ辛かったからこそ今辛い状況があっても,あれだけつらかったからこそ今スライジ状況があっても
全国にいる約十八万人の不登校生にそしてその家族に,全国にいる約18万人の不登校生にそしてその家族に
この十人十輝という任意団体を立ち上げました,この住人投了という任意団体を立ち上げました
初め皆さんに質問した時不登校に対してどんなイメージを持っていましたかね,初め皆さんに質問した時不登校に対してどんなイメージを持っていましたかね
不登校という一見辛い経験が,不登校という一件つらい経験が
実は自分らしい輝きに繋がるということに気付くのではないでしょうか,実は自分らしい輝きにつながるということに気づくのではないでしょうか
そこで僕たちは不登校だからこその輝きを放つ不登校生を増やしていくために,そこで僕たちは不登校だからこその輝きを放つ不登校生を増やしていくために
ここでの目玉コンテンツが進撃の不登校,ここでの目玉コンテンツが 進撃の不登校
彼女は小学校五年生から中学校三年生までの約五年間の不登校経験を糧に,彼女は小学校5年生から中学校3年生までの約5年間の不登校経験を糧に
そんな想いで立ち上げたこの不登校オープンキャンパス,そんな思いで立ち上げたこの不登校オープンキャンバス
そのイメージは今どう変わっていますか,そのイメージは今どう変わっていますか?
なぜならこの気付きこそが,なぜならこの気づきこそが
どんな経験をしたでしょうか,どんな経験をしたでしょうか
あなたのその経験も自分と同じ苦しみを抱えている人の支えになったり,あなたのその経験も自分と同じ苦しみを抱えている人の支えになったり
その辛さこそがあなたのあなたらしい輝きに繋がっていくんです,そのつらさこそがあなたのあなたらしい輝きにつながっていくんです
これは日本の町工場が,これは日本の町工場が
なんでこんなにきれいに回るか,なんでこんなにきれいに回るか
それが全日本製造業コマ大戦という取り組みであります,それが全日本製造業コマ対戦という取り組みであります
優勝すれば涙をするという大会です,優勝すれば涙をするという大会です
どれだけ良い材料を使おうがどれだけ手間ひまかけようが,どれだけいい材料を使おうがどれだけ手間暇かけようが
で今日はこの町工場,今日は町工場
なんていうのもあるかもしれません,なんていうのもあるかもしれません
みなさんならどうします,皆さんならどうします?
その間にやったことは一緒にリストラされた仲間に聞きました,その間にやったことは一緒にリストラされた仲間に聞きました
いいですよと,いいですよ
同じ時期に,同じ時期に
同時にそのリーダーはこうも言いました,同時にそのリーダーはこうも言いました
そんな訳で,そんなわけで
うちの会社は幸い十年以上存続していますが,うちの会社は幸い10年以上存続していますが
うちの会社もいずれなくなってしまうだろう,うちの会社もいずれなくなってしまうだろう
第一回目のときは二十一チーム集まってくれました,第1回目の時は21チーム集まってくれました
そして二千十五年,そして2015年
千八百万円かかるという見積もりが出ました,1800万円かかるという見積もりが出ました
実行委員も周りのみんなもどうすんだと言ってきます,実行委員も周りのみんなもどうすんだと言ってきます
そこへ出張したときに,そこへ出張した時に
最終的にはちょい黒字になりました,最終的にはちょい黒字になりました
人事を尽くして天命を待つ,人事を尽くして天命を待ち
あとは天にまかせるのみだと,あとは天に任せるのみだと
実行委員長の彼,実行委員長の彼
コマ大戦に出た時のトレードマークの帽子と,駒対戦に出た時のトレードマークの帽子と
せめてもの救いは,せめてもの救いは
生前僕にくれたものです,生前僕にくれたものです
だからこそ,だからこそ
全国世界中でやっていただきました,全国世界中でやっていただきました
そりゃそうです,そりゃそうです
ボリビアからの渡航費ひとり三十万かかるんです,ボリビアからの渡航費1人30万かかるんです
なんておせっかいだ,なんておせっかいだ
おせっかいなおばちゃんが女神に見えました,おせっかいなおばちゃんが女神に見えました
自分の職業は生涯革命家であると言って,自分の職業は生涯革命家であるといって
ボリビアでコマ大戦を開きたいんです,ボリビアで駒対戦を開きたいんです
うるわしき勘違い二つ目です,麗しき勘違い2つ目です
ボリビアの諸君日本で待っている,ボリビアの諸君日本で待っている
この開いて持ってるやつこれ盾なんです,こう開いて持ってるやつこれ縦なんですね
自分の少ない小遣いで買ってきてくれたプレゼントです,自分の少ない小遣いで買ってきてくれたプレゼントです
言いすぎ過ぎですかね,言い過ぎですかね
将来自国の工業を発展させ,将来自国の工業を発展させ
そして連鎖を信じる,そして連鎖を信じる
奇跡ではないでしょうか,奇跡ではないでしょうか
それからメカニックデザインの仕事をしたりしています,それからメカニックデザインの仕事をしたりしています
で今回はオリジナリティを生み出す多次元的発想法,今回はそのオリジナイティーを生み出す多次元的発想法
まあオリジナリティの話をしたら,オリジナイティーの話を
自分のパーソナリティーとしては,自分のパーソナイティーとしては
そして横浜に引っ越します,そして横浜に引っ越します
三歳児ながらにカルチャーショックを受けて,3歳児ながらにカルチャーショックを受けて
まずそのオリジナリティを生み出す上での一つのポイント,まずそのオリジナリティーを生み出すべての一つのポイント
木登りで鍛えられました,火のぼりで鍛えられました
そして木に登って見下ろす,そして木に登って見下ろす
そのちょっとリスクがあることによって,ちょっとリスクがあることによって
これ本当に見慣れたセロテープの台ですね,これも本当に見慣れたセロテープの台ですね
今こうですねこうやって不安定になるけど,今ここですねここで増えてるんだけど
見慣れたセロテープが宇宙船に変わる,見慣れたセロテープが宇宙船に変わる
えーもうほんとほとんど寝ない日々が続いていたんですけれど,本当ほとんど寝ない日々が続いてたんですけど
あとは主役にならない,あとは主役にならない
ひざを曲げた形この形のメカは今までないかもしれないと,膝を曲げた形この形のメカは今までないかもしれない
そうすると関節が逆向きになったメカができるんじゃないか,そうすると関節が逆向きになったメカができるんじゃないか
ところがです,ところがです
まあここに描いている人達本当に,ここに書いてる人たちが本当に
何とかして飛行機に近いメカを作ろうとしていたんですけど,なんとかして飛行機に近いメコを作ろうとしてた
今だかつて飛行機が主役のメカは売れたためしがないから止めて欲しいと,今までかつて飛行機が主役のメカが売れたためしかないからやめてほしいと
誰もやらないってことはすごくチャンスがある,誰もやらないってことはすごくチャンスがある
もっと飛行機にもっと本物の飛行機にち近づけてやろうと思ったわけです,もっと本物の飛行機に近づけてやろうと思ったわけです
普通これもっと近づいた所にあるんですけれどもエンジンが離れていて,普通これもっと近づいた方にあるんですけども
一旦ブレークスルーさえしてしまえば後は速いんですね,一旦ブレイクするさえしてしまえば後は早いんです
えー自分が在学中のときの作品ですね,自分が在学中の時の作品ですね
ここに行き着きました,ここに行き着きました
宇宙戦争を止める,宇宙戦争に止める
これたくさん作られていますよね,これたくさん作られてますよね
新しいものが生まれる可能性は秘められているわけです,新しいものが生まれる可能性は決められているわけです
テストの問題先生が考えていたとしたら,テストの問題先生が考えてた
まだ問題がないところ問題が存在していないと思うところから,まだ問題がないところ問題が存在してないと思うところから
その問いを生み出す力を養うために一つの方法論があります,その問いを生み出す力を養ふと右に一つの暴法論があります
でも立脚点を変えるというのはもう少し変わっていて,でも立脚点を変える人ではもう少し変わっていて
役者のトレーニングとかでいつもの自分がいつもの自分を守ったまま,役者のトレーニングとかでいつもの自分が
そこの価値観を否定するのではなく戸惑うだけではなく,そこの価値観を否定するのではなく戸惑うだけではなく
しばらく慣れてくると味が分かるようになってくるんです,しばらく慣れてくると味が分かるようになってくるんです
忘れていた感覚を思い出すわけです,忘れていた感覚を思い出すわけです
他者を理解したりそういうことにもなるし,他者を理解したりそういうことにもなるし
みんなで木になっているところです,みんなで気になってるところです
自分が伐採されている木だとしたら,自分が伐採されている木だとしたら
本当にいつもの生活している普段の生活,本当にいつも生活している普段の生活
その代りちょっとだけ普段の生活を離れる勇気,その代わりちょっとだけ普段の生活を離れる勇気
空気読めないって言われるかもしれない,空気読めないと言われるかもしれない
